OTUID	JF1	JF10	JF101	JF102	JF103	JF104	JF105	JF106	JF107	JF108	JF109	JF11	JF110	JF111	JF112	JF113	JF114	JF115	JF116	JF117	JF118	JF119	JF12	JF120	JF121	JF122	JF123	JF124	JF125	JF126	JF127	JF128	JF129	JF13	JF130	JF131	JF132	JF14	JF15	JF16	JF17	JF18	JF19	JF2	JF20	JF21	JF22	JF23	JF24	JF25	JF26	JF27	JF28	JF29	JF3	JF30	JF301	JF302	JF303	JF304	JF305	JF306	JF307	JF308	JF309	JF31	JF310	JF311	JF312	JF313	JF314	JF315	JF316	JF317	JF318	JF319	JF32	JF320	JF321	JF322	JF4	JF401	JF402	JF403	JF404	JF405	JF406	JF407	JF408	JF409	JF410	JF411	JF412	JF413	JF414	JF415	JF416	JF417	JF418	JF5	JF7	JF8	JF9
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Prevotella 2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Prevotella 7	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Prevotella 9	10043.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	159.0	0.0	0.0	4.0	23.0	9.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5207.0	0.0	7.0	32.0	44.0	301.0	199.0	915.0	1282.0	4983.0	394.0	34.0	5581.0	4886.0	3201.0	17.0	1798.0	529.0	0.0	31.0	1273.0	2601.0	1448.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3718.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	205.0	0.0	0.0	0.0	633.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	35.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	256.0	737.0	12.0	10765.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Prevotellaceae NK3B31 group	10.0	0.0	1411.0	481.0	1805.0	3339.0	1401.0	1988.0	2668.0	4802.0	3793.0	0.0	329.0	317.0	1534.0	1083.0	557.0	2805.0	1682.0	2694.0	224.0	557.0	1699.0	1343.0	2853.0	5171.0	615.0	1342.0	5295.0	3932.0	3351.0	163.0	1013.0	0.0	899.0	1080.0	7027.0	270.0	0.0	0.0	808.0	0.0	1773.0	1694.0	0.0	1568.0	0.0	0.0	0.0	3391.0	0.0	0.0	550.0	0.0	0.0	0.0	1431.0	206.0	698.0	4.0	922.0	445.0	2839.0	2.0	734.0	0.0	225.0	650.0	50.0	4613.0	558.0	1744.0	24.0	1229.0	14.0	3379.0	0.0	0.0	4291.0	0.0	2466.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	440.0	0.0	2483.0	4137.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Prevotellaceae UCG-001	0.0	0.0	0.0	13.0	63.0	252.0	0.0	300.0	19.0	0.0	593.0	0.0	0.0	20.0	15.0	0.0	0.0	100.0	236.0	316.0	32.0	0.0	0.0	36.0	73.0	66.0	3.0	0.0	641.0	0.0	37.0	0.0	60.0	0.0	71.0	8.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	4.0	0.0	46.0	79.0	0.0	59.0	9.0	88.0	0.0	11.0	89.0	0.0	203.0	3.0	13.0	5.0	42.0	5.0	107.0	6.0	0.0	379.0	0.0	0.0	336.0	311.0	1807.0	359.0	345.0	795.0	1139.0	82.0	789.0	0.0	190.0	17.0	1570.0	82.0	1565.0	186.0	1735.0	147.0	0.0	14.0	0.0	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Prevotellaceae UCG-003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	81.0	3.0	0.0	61.0	0.0	39.0	61.0	10.0	295.0	0.0	38.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__uncultured	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;__	1033.0	37.0	44.0	0.0	0.0	76.0	0.0	41.0	72.0	87.0	117.0	1522.0	0.0	0.0	0.0	0.0	0.0	82.0	0.0	59.0	0.0	17.0	992.0	0.0	0.0	51.0	0.0	0.0	86.0	106.0	56.0	0.0	0.0	2878.0	0.0	24.0	74.0	2190.0	341.0	138.0	894.0	1172.0	689.0	598.0	835.0	2412.0	1820.0	1031.0	5.0	1605.0	5508.0	802.0	411.0	661.0	2005.0	2348.0	44.0	0.0	0.0	0.0	0.0	0.0	73.0	0.0	0.0	3932.0	0.0	0.0	0.0	116.0	0.0	31.0	0.0	32.0	0.0	119.0	285.0	0.0	88.0	0.0	1118.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	430.0	1745.0	1108.0	2053.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Rikenellaceae;D_5__Alistipes	285.0	2.0	577.0	182.0	91.0	480.0	170.0	120.0	89.0	176.0	205.0	213.0	12.0	47.0	182.0	215.0	139.0	207.0	188.0	186.0	100.0	180.0	195.0	152.0	27.0	88.0	60.0	140.0	224.0	870.0	124.0	172.0	68.0	223.0	119.0	196.0	149.0	138.0	103.0	136.0	130.0	205.0	291.0	446.0	226.0	53.0	118.0	175.0	0.0	371.0	124.0	291.0	30.0	499.0	278.0	195.0	113.0	146.0	110.0	451.0	364.0	217.0	298.0	286.0	199.0	122.0	297.0	163.0	140.0	87.0	190.0	250.0	106.0	173.0	109.0	127.0	114.0	114.0	181.0	140.0	177.0	44.0	126.0	224.0	482.0	154.0	144.0	245.0	51.0	346.0	14.0	182.0	138.0	142.0	21.0	232.0	86.0	413.0	56.0	499.0	156.0	237.0	234.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Rikenellaceae;D_5__Rikenella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Rikenellaceae;D_5__Rikenellaceae RC9 gut group	0.0	0.0	6.0	7.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	19.0	0.0	5.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	26.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Tannerellaceae;D_5__Parabacteroides	609.0	9.0	505.0	166.0	380.0	396.0	370.0	144.0	318.0	256.0	203.0	345.0	49.0	59.0	151.0	234.0	98.0	184.0	158.0	422.0	37.0	89.0	167.0	158.0	42.0	235.0	59.0	173.0	766.0	216.0	178.0	88.0	104.0	675.0	147.0	369.0	412.0	50.0	167.0	270.0	325.0	644.0	293.0	447.0	218.0	492.0	250.0	275.0	23.0	408.0	171.0	270.0	79.0	512.0	546.0	181.0	224.0	148.0	66.0	382.0	375.0	1216.0	346.0	217.0	105.0	394.0	170.0	257.0	77.0	102.0	613.0	237.0	90.0	304.0	466.0	144.0	89.0	42.0	52.0	256.0	373.0	68.0	231.0	52.0	224.0	99.0	138.0	216.0	16.0	406.0	23.0	129.0	27.0	234.0	82.0	327.0	39.0	256.0	58.0	337.0	274.0	309.0	766.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;__;__	5562.0	634.0	2280.0	1353.0	1818.0	1198.0	1837.0	2274.0	2018.0	2009.0	1456.0	2381.0	1233.0	1154.0	1546.0	2520.0	1690.0	1731.0	2068.0	3425.0	975.0	1255.0	1779.0	2055.0	900.0	785.0	1110.0	2224.0	2032.0	2566.0	1595.0	828.0	1553.0	1864.0	2585.0	2123.0	2538.0	2091.0	1366.0	3128.0	2854.0	3317.0	3944.0	4827.0	2439.0	2898.0	2265.0	2336.0	263.0	3822.0	3043.0	3077.0	1404.0	4191.0	3047.0	3452.0	2648.0	772.0	654.0	1781.0	2221.0	1405.0	2072.0	2268.0	512.0	2901.0	2030.0	1167.0	937.0	3181.0	2402.0	1183.0	611.0	1521.0	971.0	2933.0	1876.0	336.0	1970.0	860.0	2773.0	774.0	5996.0	6556.0	2949.0	3017.0	2058.0	6613.0	1867.0	5591.0	378.0	2029.0	1812.0	4760.0	1126.0	4020.0	1950.0	9450.0	1276.0	2678.0	3503.0	3727.0	2752.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__uncultured	35.0	0.0	22.0	6.0	0.0	7.0	12.0	0.0	4.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	3.0	7.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	9.0	2.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	9.0	0.0	7.0	6.0	0.0	10.0	36.0	16.0	6.0	7.0	8.0	4.0	0.0	14.0	4.0	7.0	6.0	25.0	8.0	0.0	7.0	0.0	0.0	7.0	97.0	7.0	0.0	7.0	0.0	11.0	0.0	12.0	3.0	0.0	13.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	6.0	5.0	0.0	12.0	0.0	6.0	4.0	6.0	9.0	0.0	28.0	0.0	0.0	0.0	0.0	3.0	5.0	3.0	7.0	11.0	9.0	10.0	0.0	23.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;__;__;__	1675.0	167.0	20.0	4.0	12.0	15.0	79.0	15.0	77.0	6.0	0.0	898.0	40.0	6.0	17.0	49.0	0.0	121.0	5.0	50.0	21.0	0.0	638.0	7.0	0.0	6.0	0.0	153.0	8.0	175.0	3.0	5.0	2.0	902.0	20.0	13.0	0.0	238.0	1024.0	349.0	854.0	1590.0	716.0	579.0	531.0	1275.0	732.0	1126.0	2.0	1667.0	148.0	998.0	124.0	1650.0	1382.0	579.0	410.0	74.0	4.0	235.0	80.0	119.0	86.0	376.0	101.0	557.0	148.0	286.0	116.0	0.0	134.0	30.0	42.0	214.0	142.0	85.0	404.0	64.0	41.0	48.0	8.0	186.0	167.0	665.0	344.0	288.0	44.0	393.0	215.0	573.0	104.0	477.0	214.0	457.0	348.0	657.0	165.0	745.0	286.0	398.0	327.0	102.0	1066.0
D_0__Bacteria;D_1__Cyanobacteria;D_2__Melainabacteria;D_3__Gastranaerophilales;D_4__Clostridium sp. CAG:306;D_5__Clostridium sp. CAG:306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Cyanobacteria;D_2__Melainabacteria;D_3__Gastranaerophilales;D_4__gut metagenome;D_5__gut metagenome	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Cyanobacteria;D_2__Melainabacteria;D_3__Gastranaerophilales;D_4__uncultured bacterium;D_5__uncultured bacterium	0.0	0.0	9.0	4.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Cyanobacteria;D_2__Melainabacteria;D_3__Gastranaerophilales;D_4__uncultured organism;D_5__uncultured organism	0.0	0.0	15.0	24.0	0.0	11.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	2.0	10.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	15.0	18.0	0.0	0.0	31.0	0.0	6.0	0.0	0.0	0.0	0.0	2.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	2.0	0.0	22.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	3.0	6.0	7.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	93.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Cyanobacteria;D_2__Melainabacteria;D_3__Gastranaerophilales;__;__	18.0	3.0	38.0	0.0	0.0	64.0	4.0	0.0	0.0	15.0	42.0	0.0	0.0	0.0	0.0	5.0	0.0	40.0	0.0	9.0	0.0	0.0	2.0	12.0	0.0	0.0	0.0	3.0	6.0	5.0	10.0	0.0	0.0	5.0	0.0	0.0	5.0	0.0	0.0	13.0	5.0	0.0	5.0	2.0	0.0	0.0	0.0	16.0	0.0	49.0	8.0	7.0	0.0	0.0	7.0	12.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	10.0	4.0	0.0	3.0	0.0	3.0	0.0	59.0	0.0	0.0	0.0	21.0	0.0	6.0	0.0	0.0	15.0	0.0	8.0	25.0	4.0	37.0	10.0	2.0	0.0	0.0	42.0	10.0	6.0	0.0	14.0	0.0	8.0	2.0	15.0	0.0	0.0	0.0	4.0	35.0
D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Cyanobacteria;__;__;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Deferribacteres;D_2__Deferribacteres;D_3__Deferribacterales;D_4__Deferribacteraceae;D_5__Mucispirillum	8.0	0.0	99.0	0.0	0.0	0.0	9.0	7.0	0.0	0.0	4.0	3.0	0.0	0.0	4.0	4.0	0.0	0.0	3.0	7.0	0.0	0.0	0.0	2.0	0.0	0.0	5.0	6.0	0.0	0.0	25.0	2.0	0.0	8.0	12.0	8.0	35.0	0.0	3.0	0.0	0.0	0.0	11.0	4.0	0.0	0.0	0.0	0.0	0.0	9.0	6.0	5.0	0.0	4.0	12.0	0.0	20.0	14.0	0.0	0.0	11.0	0.0	4.0	10.0	0.0	0.0	15.0	14.0	3.0	2.0	63.0	16.0	0.0	4.0	43.0	0.0	0.0	2.0	0.0	15.0	0.0	0.0	0.0	0.0	120.0	0.0	0.0	0.0	0.0	7.0	0.0	190.0	0.0	4.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	5.0	0.0
D_0__Bacteria;D_1__Deinococcus-Thermus;D_2__Deinococci;D_3__Thermales;D_4__Thermaceae;D_5__Thermus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Epsilonbacteraeota;D_2__Campylobacteria;D_3__Campylobacterales;D_4__Campylobacteraceae;D_5__Campylobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Bacillaceae;D_5__Aeribacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Bacillaceae;D_5__Bacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0	0.0	0.0	0.0	0.0	5.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Bacillaceae;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
